NO,目的派生検索,,NTL,名声,Pt,総名声,総Pt,Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
3855,空中戦艦,│　││├空中戦艦,0,120,"120,000",277,"151,680",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,ノーチラス号,空中戦艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Ｎ－ノーチラス号,│　││└Ｎ－ノーチラス号,0,200,"48,000",357,"79,680",汎用,ジオン公国軍兵士,タイムガイコッツ,グラタン,ノーチラス号,Ｎ－ノーチラス号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,レッドノア,│　││　└レッドノア,0,430,"104,400",787,"184,080",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,ノーチラス号,Ｎ－ノーチラス号,レッドノア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,RX-7ミーシャ,│　│└RX-7ミーシャ,0,10,"12,030",17,"13,710",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,RX-7ジゼル,│　│　├RX-7ジゼル,0,20,"12,030",37,"25,740",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,RX-7ナウシカ,│　│　│└RX-7ナウシカ,0,20,"12,030",57,"37,770",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,ヴァンセット,│　│　│　├ヴァンセット,4,150,"21,000",207,"58,770",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,ヴァンセット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,キャトフヴァンディス,│　│　│　├キャトフヴァンディス,4,150,"21,000",207,"58,770",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,キャトフヴァンディス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,ディスヌフ,│　│　│　├ディスヌフ,4,150,"24,000",207,"61,770",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,ディスヌフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7536,ルクシオン,│　│　│　├ルクシオン,0,200,"72,010",257,"109,780",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,ルクシオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,バスターマシン2号,│　│　│　└バスターマシン2号,0,100,"60,030",157,"97,800",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,バスターマシン2号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,バスターマシン1号,│　│　│　　└バスターマシン1号,0,110,"60,030",267,"157,830",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,バスターマシン2号,バスターマシン1号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,ガンバスター,│　│　│　　　└ガンバスター,0,110,"120,030",377,"277,860",支援,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,バスターマシン2号,バスターマシン1号,ガンバスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,バスターマシン７号,│　│　│　　　　└バスターマシン７号,-6,380,"180,000",757,"457,860",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,バスターマシン2号,バスターマシン1号,ガンバスター,バスターマシン７号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,ダイバスター,│　│　│　　　　　└ダイバスター,-6,350,"240,000","1,107","697,860",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,RX-7ジゼル,RX-7ナウシカ,バスターマシン2号,バスターマシン1号,ガンバスター,バスターマシン７号,ダイバスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,シズラーブラック,│　│　└シズラーブラック,0,170,"18,000",187,"31,710",―,ジオン公国軍兵士,タイムガイコッツ,グラタン,RX-7ミーシャ,シズラーブラック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,メカブトン,│　├メカブトン,0,10,"4,650",12,"4,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,大天馬,│　│├大天馬,0,50,"30,000",62,"34,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,大天馬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,大巨神,│　││└大巨神,0,100,"30,000",162,"64,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,大天馬,大巨神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,ボスパルダー,│　│├ボスパルダー,0,100,"24,000",112,"28,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,ブルゲイター,│　││└ブルゲイター,0,50,"24,000",162,"52,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,スピンランサー,│　││　└スピンランサー,0,1,"24,000",163,"76,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,スピンランサー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,グランファイター,│　││　　└グランファイター,0,1,"30,000",164,"106,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,スピンランサー,グランファイター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,ギンガイザー,│　││　　　└ギンガイザー,0,100,"42,000",264,"148,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,スピンランサー,グランファイター,ギンガイザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,バルディオス,│　││　　　　└バルディオス,8,100,"60,000",364,"208,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,スピンランサー,グランファイター,ギンガイザー,バルディオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,ゴーショーグン,│　││　　　　　└ゴーショーグン,0,100,"62,400",464,"271,380",支援,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,スピンランサー,グランファイター,ギンガイザー,バルディオス,ゴーショーグン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,後期仕様ゴーショーグン,│　││　　　　　　└後期仕様ゴーショーグン,0,100,"61,200",564,"332,580",支援,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ボスパルダー,ブルゲイター,スピンランサー,グランファイター,ギンガイザー,バルディオス,ゴーショーグン,後期仕様ゴーショーグン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,タイムクワガッタン,│　│├タイムクワガッタン,0,10,"4,650",22,"9,630",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,タイムクワガッタン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,ヤッターアンコウ,│　│├ヤッターアンコウ,0,70,"12,000",82,"16,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ヤッターアンコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,ヤッターペリカン,│　││└ヤッターペリカン,0,1,"12,000",83,"28,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ヤッターアンコウ,ヤッターペリカン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,ヤッターワン,│　││　└ヤッターワン,0,1,"12,000",84,"40,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ヤッターアンコウ,ヤッターペリカン,ヤッターワン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,ゼンダライオン,│　││　　└ゼンダライオン,0,30,"30,000",114,"70,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ヤッターアンコウ,ヤッターペリカン,ヤッターワン,ゼンダライオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7290,サンデー号,│　││　　　└サンデー号,0,30,"30,000",144,"100,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ヤッターアンコウ,ヤッターペリカン,ヤッターワン,ゼンダライオン,サンデー号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7291,タイムボカンロボ,│　││　　　　└タイムボカンロボ,0,160,"180,000",304,"280,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,ヤッターアンコウ,ヤッターペリカン,ヤッターワン,ゼンダライオン,サンデー号,タイムボカンロボ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566,タイムドタバッタン,│　│├タイムドタバッタン,0,10,"4,650",22,"9,630",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,タイムドタバッタン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,逆転王,│　│└逆転王,0,30,"30,000",42,"34,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,逆転王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,三冠王,│　│　└三冠王,0,20,"36,000",62,"70,980",―,ジオン公国軍兵士,タイムガイコッツ,メカブトン,逆転王,三冠王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,ペガス,│　└ペガス,0,120,"17,100",122,"17,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,テッカマン,│　　├テッカマン,-3,10,"54,000",132,"71,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,テッカマンブレード,│　　└テッカマンブレード,-3,130,"120,000",252,"137,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,クイーンサイダロン,│　　　├クイーンサイダロン,0,50,"18,000",302,"155,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,キングスカッシャー,│　　　│└キングスカッシャー,0,50,"18,000",352,"173,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,キングスカッシャー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,カイゼルファイヤー,│　　　│　├カイゼルファイヤー,0,300,"42,010",652,"215,440",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,キングスカッシャー,カイゼルファイヤー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,ゼファー,│　　　│　└ゼファー,0,90,"22,500",442,"195,930",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,キングスカッシャー,ゼファー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,ロードゼファー,│　　　│　　├ロードゼファー,0,60,"30,000",502,"225,930",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,キングスカッシャー,ゼファー,ロードゼファー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,シュテル,│　　　│　　├シュテル,0,20,"24,000",462,"219,930",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,キングスカッシャー,ゼファー,シュテル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,爆烈丸,│　　　│　　└爆烈丸,0,20,"18,000",462,"213,930",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,クイーンサイダロン,キングスカッシャー,ゼファー,爆烈丸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,バードマン,│　　　├バードマン,0,10,"5,940",262,"143,370",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,バードマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,オーガン(アーキタイプ),│　　　│└オーガン(アーキタイプ),-4,70,"60,000",332,"203,370",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,バードマン,オーガン(アーキタイプ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,オーガン,│　　　│　└オーガン,-4,100,"60,000",432,"263,370",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,バードマン,オーガン(アーキタイプ),オーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651,ニキ・ヴァシュマール,│　　　│　　└ニキ・ヴァシュマール,0,50,"12,000",482,"275,370",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,バードマン,オーガン(アーキタイプ),オーガン,ニキ・ヴァシュマール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,0,-4,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,テッカマンオメガ,│　　　├テッカマンオメガ,-4,10,"54,000",262,"191,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,テッカマンオメガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7116,ブラスターテッカマンブレード,│　　　├ブラスターテッカマンブレード,-5,130,"120,000",382,"257,430",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,ブラスターテッカマンブレード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7591,テッカマンエビル,│　　　└テッカマンエビル,-3,130,"36,010",382,"173,440",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,テッカマンエビル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7592,ブラスターテッカマンエビル,│　　　　└ブラスターテッカマンエビル,-5,130,"46,810",512,"220,250",―,ジオン公国軍兵士,タイムガイコッツ,ペガス,テッカマンブレード,テッカマンエビル,ブラスターテッカマンエビル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-3,-3,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,キャラメルマン1号,├キャラメルマン1号,0,400,"60,000",401,"60,300",―,ジオン公国軍兵士,キャラメルマン1号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,キャラメルマン2号,│├キャラメルマン2号,0,200,"60,000",601,"120,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,オボッチャマン,││└オボッチャマン,-5,200,"150,000",801,"270,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6988,アトム,││　├アトム,-7,"3,000","6,750,000","3,801","7,020,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,アトム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,キャラメルマン5号,││　└キャラメルマン5号,0,200,"60,000","1,001","330,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,キャラメルマン5号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,キャラメルマン6号,││　　└キャラメルマン6号,0,200,"60,000","1,201","390,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,キャラメルマン5号,キャラメルマン6号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,キャラメルマン7号,││　　　└キャラメルマン7号,0,200,"180,000","1,401","570,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,キャラメルマン5号,キャラメルマン6号,キャラメルマン7号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,キャラメルマン8号,││　　　　└キャラメルマン8号,0,200,"60,000","1,601","630,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,キャラメルマン5号,キャラメルマン6号,キャラメルマン7号,キャラメルマン8号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,キャラメルマン9号,││　　　　　└キャラメルマン9号,-5,200,"120,000","1,801","750,300",―,ジオン公国軍兵士,キャラメルマン1号,キャラメルマン2号,オボッチャマン,キャラメルマン5号,キャラメルマン6号,キャラメルマン7号,キャラメルマン8号,キャラメルマン9号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,則巻アラレ,│├則巻アラレ,-5,400,"75,000",801,"135,300",―,ジオン公国軍兵士,キャラメルマン1号,則巻アラレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,孫悟空(幼),││├孫悟空(幼),0,300,"180,000","1,101","315,300",―,ジオン公国軍兵士,キャラメルマン1号,則巻アラレ,孫悟空(幼),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,桃白白,│││├桃白白,0,999,"240,000","2,100","555,300",―,ジオン公国軍兵士,キャラメルマン1号,則巻アラレ,孫悟空(幼),桃白白,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,ドクター・ゲロ,││││└ドクター・ゲロ,-5,"10,000","2,939,340","12,100","3,494,640",―,ジオン公国軍兵士,キャラメルマン1号,則巻アラレ,孫悟空(幼),桃白白,ドクター・ゲロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
