No,機体名,HP,装甲,運動,索敵,EN,重量,直感,操縦,近,中,遠,NT,コスト,名声,POINT,地上,水中,宇宙,空中,種類1,種類1',種類2,種類2',種類3,種類3',種類4,種類4',種類5,種類5',種類6,種類6',|,特殊能力1,特殊能力2,特殊能力3,特殊能力4,特殊能力5,特殊能力6,特殊能力7,特殊能力8,特殊能力9,①派生元,①隠し武装,①属性,①威力,①弾数,①EN,"①射程
from","①射程
to",①HIT,①特殊効果,②派生元,②隠し武装,②属性,②威力,②弾数,②EN,"②射程
from","②射程
to",②HIT,②特殊効果,③派生元,③隠し武装,③属性,③威力,③弾数,③EN,"③射程
from","③射程
to",③HIT,③特殊効果,④派生元,④隠し武装,④属性,④威力,④弾数,④EN,"④射程
from","④射程
to",④HIT,④特殊効果,,,,,,,,,,
4728,モルドレッド,396,56,104,70,460,12,350,350,350,350,300,0,43,150,32400,1,-4,-5,2,4,その他,ｱ,コードギアス,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,飛鷹改,500,59,28,79,600,219,360,0,170,0,60,0,39,50,54030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,神通改二,510,69,41,54,500,162,130,190,90,175,65,0,36,150,36030,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,サイコ・ザク,333,52,78,52,544,18,60,75,65,65,90,-4,43,30,14340,-5,-5,3,-5,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,ジオン残党軍仕様ディザート・ザク,308,28,63,45,300,18,50,50,50,55,0,0,30,10,7650,3,-2,-5,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,ｵ,機動戦士ガンダムUC,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,ジュリック,320,28,50,42,320,16,0,0,95,120,0,0,28,1,4020,1,3,-5,-2,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,ザクアメイジング,480,33,80,95,275,14,0,160,160,160,0,0,37,100,14730,3,-4,4,0,1,MS系,5,ザク系,ｸ,ガンダムビルドシリーズ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,レーベレヒト・マース,180,22,36,24,190,119,40,120,60,160,30,0,8,100,24030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,マックス・シュルツ,180,22,36,24,190,119,40,120,60,160,30,0,8,1,24030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,ビスマルク,900,83,33,42,920,241,365,0,165,0,50,0,63,400,120030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,ビスマルク改,940,93,38,52,920,241,320,0,90,0,40,0,66,150,123030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,殲撃11型,385,35,74,65,325,18,250,250,220,220,220,0,35,50,12000,3,-3,-2,2,4,その他,ｲ,マブラヴ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,ヘルズゲート仕様ドム,300,28,56,48,326,18,0,0,85,85,0,0,30,5,7770,3,-2,-5,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,c,ドム系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,ドム・バラッジ,278,32,43,58,280,18,50,50,85,85,0,0,32,20,7860,4,-5,-5,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,c,ドム系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,シャドウズ仕様ジム改,304,29,54,58,333,18,0,50,55,58,0,0,31,1,7800,2,-5,2,-4,1,MS系,7,ジム系,8,連邦軍・ティターンズ・地球連合,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,カイン仕様ジム・スナイパーII,308,28,56,70,340,18,100,0,0,0,100,0,29,30,8070,2,-3,2,-4,1,MS系,7,ジム系,8,連邦軍・ティターンズ・地球連合,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,シルバー・ヘイズ,345,33,70,58,397,18,50,90,140,140,0,0,28,30,12720,2,-5,2,-4,1,MS系,7,ジム系,e,専用機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,ジム・スナイパーK9,380,30,66,110,470,18,130,190,100,100,200,0,40,140,14940,3,-4,3,0,1,MS系,7,ジム系,ｸ,ガンダムビルドシリーズ,,,,,,,|,EXAM,脱出機能,OT機,,,,,,,,★スナイパーライフル,ビーム,127,15,20,70,99,,命中10%増加、射程内移動力減,,★ブラックハウンド隊,,,,,,,,戦闘を援護,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,ジェニオン,495,50,105,70,500,26,320,320,300,300,300,0,48,100,38400,2,-2,3,3,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,ハルファスベーゼ,720,70,74,50,665,18,300,350,280,375,300,-5,62,150,78010,1,-3,2,2,1,MS系,i,オリジナル系,,,,,,,,,|,戦闘中HP、EN回復(暴走あり),強化機,,,,,,,,シックル,★ビームサイズ,ビーム,150,99,50,0,40,1,―,ビーム・キャノン,★メガ・ビーム・キャノン,ビーム,230,99,75,30,80,1,―,ショルダータックル,★バーニングファイア,ヒート,300,99,90,0,60,1,シールド無効,インコム,★フェザースクゥィーズ,実弾,140,99,40,20,40,1,―,,,,,,,,,,
4748,ハルファスベーゼ・ハルバード,530,43,74,70,636,38,400,450,380,475,400,0,53,150,20850,-5,-5,1,1,2,MA系,i,オリジナル系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,バルバドロ,875,47,60,80,880,60,400,440,300,380,380,0,70,150,66000,-6,-6,3,3,2,MA系,i,オリジナル系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,マスターフェニックス,438,44,103,80,590,18,400,400,350,300,300,0,48,110,24180,2,-3,2,2,1,MS系,6,ガンダム系,i,オリジナル系,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,ウイングガンダムフェニーチェ,478,48,97,71,577,16,250,330,220,220,210,0,51,150,17880,2,-5,2,-3,1,MS系,6,ガンダム系,ｸ,ガンダムビルドシリーズ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,ゴラオン,1280,46,60,120,1530,300,400,400,400,400,400,5,112,380,180150,-6,-6,0,1,3,艦船系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,フォーエバージム,460,46,50,80,440,22,400,400,400,400,400,0,40,30,30000,1,-5,1,-3,1,MS系,7,ジム系,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,試作型レールガン仕様御坂妹,40,4,70,60,360,10,161,45,78,56,79,-5,40,50,60096,2,-3,-6,-4,f,人系,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,グフ・イグナイテッドB3000,384,38,84,80,390,20,200,230,100,100,100,-6,51,50,24750,2,-4,2,3,1,MS系,a,グフ系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,グフ・カスタムB3000,430,40,23,50,500,18,0,0,125,0,0,0,35,90,36000,4,-5,1,-4,1,MS系,a,グフ系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,グフ・キャノン,292,22,40,60,318,12,30,30,0,50,30,0,27,30,4350,4,-4,-5,-2,1,MS系,a,グフ系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,ドロレス,520,55,80,90,500,20,230,230,240,240,240,0,56,20,30000,0,-2,3,4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,ビスマルク・ツヴァイ,960,94,38,54,920,241,308,0,68,0,80,0,67,50,144030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,浜風,160,19,44,19,500,118,50,120,45,120,120,0,19,1,21030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,谷風,160,19,44,19,500,118,50,120,50,120,50,0,19,1,21030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,天津風,180,25,48,19,500,118,50,140,110,130,90,0,19,1,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,天津風改,340,61,50,39,500,118,75,185,150,170,75,0,29,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,明石,390,19,8,5,800,154,10,10,5,5,5,0,33,100,36030,0,2,-9,-6,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,明石改,450,27,10,6,800,154,45,0,95,0,60,0,36,100,42030,0,2,-9,-6,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,利根改二,590,79,42,90,920,201,320,305,235,0,75,0,56,150,67530,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,筑摩改二,580,79,42,90,920,201,230,165,165,0,70,0,56,150,67530,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,龍驤改,450,59,27,79,500,180,0,0,110,0,60,0,34,50,48030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,酒匂,310,32,36,45,600,174,95,115,85,135,100,0,39,1,37530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,ベアッガイIII,375,26,21,42,170,13,10,30,30,15,0,0,23,180,20490,4,3,3,-3,1,MS系,ｸ,ガンダムビルドシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,アゲイド,260,26,58,50,320,28,140,140,120,50,0,1,27,5,6900,2,-4,0,3,4,その他,x,バンプレストオリジナル,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,ゴリアテ,300,45,42,50,360,22,120,120,100,80,0,1,25,5,7200,5,-2,-5,-4,4,その他,x,バンプレストオリジナル,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,ローゼルライ,355,29,76,42,380,28,180,180,180,120,100,2,30,40,12300,2,-5,2,4,4,その他,x,バンプレストオリジナル,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,ギオリアス・ロイ,380,32,84,80,550,25,400,400,350,250,150,3,50,1,20400,4,-4,2,3,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,ガッツォー,695,60,58,70,550,30,180,180,180,0,0,4,60,150,66000,5,-2,0,-4,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,ガッツォー＋,495,60,53,55,450,30,280,280,280,180,180,3,52,20,31500,5,-2,0,-4,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,ガッツォーΣ,1050,70,33,72,700,40,300,300,280,300,320,6,72,200,84000,4,-3,-5,-5,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,ガンダムレギルスR,500,52,105,75,440,19,255,255,200,240,160,7,52,50,20340,0,-4,5,0,1,MS系,6,ガンダム系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,バイアラン・カスタム2号機,448,52,129,68,496,20,220,240,260,260,120,0,49,40,36990,-1,-6,3,3,1,MS系,8,連邦軍・ティターンズ・地球連合,ｵ,機動戦士ガンダムUC,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,LB仕様バイアラン・カスタム2号機,448,52,130,68,496,20,220,240,260,260,120,0,49,40,36990,-1,-6,3,3,1,MS系,8,連邦軍・ティターンズ・地球連合,ｵ,機動戦士ガンダムUC,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,ドッグ・ザ・ダーク,250,14,65,60,300,10,100,100,170,150,0,0,32,30,1560,5,-5,-5,-5,4,その他,e,専用機,o,ボトムズシリーズ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,ガンダムX魔王,392,41,76,60,470,40,350,340,330,340,310,0,50,150,17400,0,-3,2,2,1,MS系,6,ガンダム系,ｸ,ガンダムビルドシリーズ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,AGE-2アルティメス,435,48,85,120,363,19,160,160,165,130,100,0,35,50,7950,-2,-4,2,-4,1,MS系,6,ガンダム系,ｴ,機動戦士ガンダムAGE,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,AGE-2アルティメス(MA),435,43,68,120,363,19,160,160,165,130,100,0,35,50,7950,-5,-5,3,2,2,MA系,6,ガンダム系,ｴ,機動戦士ガンダムAGE,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,AGE-2ダブルブレイド,435,48,92,70,363,19,160,160,465,130,100,0,40,50,13200,2,-4,2,-4,1,MS系,6,ガンダム系,ｴ,機動戦士ガンダムAGE,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,AGE-2ダブルブレイド(MA),435,43,70,70,363,19,160,160,465,130,100,0,40,50,13200,-5,-5,3,2,2,MA系,6,ガンダム系,ｴ,機動戦士ガンダムAGE,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,AGE-3ラグナ,498,52,94,70,636,19,185,185,150,190,110,0,59,60,24360,-5,-4,4,-5,1,MS系,6,ガンダム系,ｴ,機動戦士ガンダムAGE,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,羽黒改二,570,77,45,58,700,203,260,170,120,0,95,0,46,150,72030,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,龍驤改二,500,62,36,79,500,180,340,0,120,0,75,0,36,150,49530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,浦風,160,19,44,19,500,118,50,120,65,130,65,0,19,1,19530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,飛龍改二,670,76,40,89,760,227,495,0,165,0,250,0,53,150,85530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,LLサイズ,人間系ポイント増,海洋だと攻撃力増,中破機能,OT機,,,,,艦上戦闘機,★天山一二型(友永隊),海洋強化,142,30,23,33,66,,空中で攻撃力増,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,大鯨,390,37,24,48,500,215,495,65,0,80,100,0,28,50,25530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,龍鳳,390,38,27,64,500,215,155,0,120,0,100,0,29,50,42030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,龍鳳改,480,57,30,74,500,215,155,0,120,0,100,0,34,50,43530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,綾波改二,320,54,50,49,500,118,85,150,80,255,200,0,28,100,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,川内改二,480,69,43,55,500,162,135,130,100,295,70,0,35,150,36030,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,アンゲロイGEM,520,48,84,72,500,42,200,200,180,180,120,0,44,5,18000,3,-4,2,2,4,その他,x,バンプレストオリジナル,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,アンゲロイ,520,48,84,72,500,42,200,200,180,180,120,0,44,30,18000,2,-4,2,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,Lサイズ,バリア,OT機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,ディオスク,630,64,87,74,670,64,300,300,280,180,180,2,62,70,54000,0,-4,2,2,4,その他,x,バンプレストオリジナル,F,量産機,,,,,,,|,Lサイズ,バリア,近距離戦闘強化,NT機,,,,,,メーサー砲,★ロング・ビームライフル,ビーム,110,20,20,40,70,1,―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,ザ・ガンダム,398,44,77,58,330,18,150,150,130,130,0,0,35,10,9240,2,-2,2,-4,1,MS系,6,ガンダム系,ｴ,機動戦士ガンダムAGE,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,ディオスクA,700,70,92,74,670,64,400,400,360,360,240,5,70,150,90000,0,-4,2,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,ジェミニア,900,90,95,76,800,76,500,500,400,360,360,7,90,300,180000,0,-4,2,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,ジェニオン・ガイ,750,72,110,72,800,45,500,500,400,360,360,0,82,200,144000,2,-2,3,3,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,アスクレプス,545,71,115,74,700,28,500,500,360,360,400,0,76,130,72000,0,-4,3,3,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,チェインバー(強襲),374,60,72,90,600,9,300,300,280,280,280,0,52,120,42000,0,0,3,3,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,コアファイター仕様ジンクスIV,448,44,88,68,636,19,300,300,300,300,300,0,51,30,20040,1,-3,1,1,1,MS系,j,機動戦士ガンダム00,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,局地制圧型ガンタンク,272,27,42,84,350,18,0,30,0,0,90,0,28,1,4590,4,-4,-5,-5,4,その他,8,連邦軍・ティターンズ・地球連合,D,MSV（モビルスーツバリエーション）,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,キララ専用ガーベラ・テトラ,414,41,96,58,425,18,175,190,150,190,0,0,40,50,19500,2,-4,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,ｸ,ガンダムビルドシリーズ,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,妙高改二,560,78,47,61,700,203,248,180,140,0,160,0,46,150,72030,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,蒼龍改二,670,75,36,90,760,227,438,0,170,0,75,0,53,150,73530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,ドメラーズIII世,1700,100,20,160,1170,100,270,270,200,200,200,0,118,200,300000,-5,-5,1,-5,3,艦船系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,ケンプファーアメイジング,398,33,82,58,400,18,0,400,165,165,0,0,42,140,24000,3,-1,1,0,1,MS系,ｸ,ガンダムビルドシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,榛名改二,810,93,39,49,800,214,515,0,536,0,177,0,58,200,133530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,ガイバーI,90,32,50,50,300,15,300,300,300,300,300,0,26,300,240000,3,3,-5,-1,f,人系,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,ヴァルヴレイヴIV,380,38,120,78,420,27,270,250,230,230,150,-3,50,1,30900,1,-3,3,3,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,ライオットA,400,35,74,80,500,40,300,300,250,280,300,0,42,80,30000,2,-3,2,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,ライオットB,400,35,74,80,500,40,300,300,300,280,250,0,42,1,30000,2,-3,2,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,オルフェス,530,40,78,84,570,50,350,350,350,330,300,0,50,100,54000,4,-2,3,-1,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
