,派生表通番,NO,目的派生検索,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
,3235,"5,453",トランジェントライザー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,ガンダムナドレ,トランジェントガンダム,トランジェントライザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3236,"5,233",ガンダムポータント,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,ガンダムナドレ,ガンダムポータント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3237,"3,791",ガンダムアルテミー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,ガンダムナドレ,ガンダムアルテミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3238,"3,204",セラヴィーガンダム,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,セラヴィーガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3239,"3,910",セラヴィーガンダムII,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,セラヴィーガンダム,セラヴィーガンダムII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3240,"3,370",セラフィムガンダム,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,セラヴィーガンダム,セラフィムガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3241,"3,521",セラヴィーガンダムGNHW/B,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,セラヴィーガンダム,セラヴィーガンダムGNHW/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3242,"3,523",セラヴィーガンダムGNHW/3G,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,セラヴィーガンダム,セラヴィーガンダムGNHW/3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3243,"3,814",ヴァーチェフィジカル,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,ヴァーチェフィジカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3244,"6,106",セラヴィーガンダムシェヘラザード,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムプルトーネ,ガンダムヴァーチェ,セラヴィーガンダムシェヘラザード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3245,"2,862",ガンダムアストレア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3246,"3,229",ガンダムアストレアTYPE-F,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3247,"3,230",ガンダムアストレアTYPE-F2,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,ガンダムアストレアTYPE-F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3248,"3,231",アヴァランチアストレア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,ガンダムアストレアTYPE-F2,アヴァランチアストレア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3249,"6,112",A'仕様アストレアTYPE-F,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,ガンダムアストレアTYPE-F2,アヴァランチアストレア,A'仕様アストレアTYPE-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3250,"6,539",ブラックアストレア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,ブラックアストレア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3251,"6,866",フィンスターニス,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,ブラックアストレア,フィンスターニス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3252,"6,628",ヴァルキランダー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,ヴァルキランダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3253,"3,853",重装仕様アストレアTYPE-F,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムアストレアTYPE-F,重装仕様アストレアTYPE-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3254,"6,331",プロトGNHML仕様ガンダムアストレア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,プロトGNHML仕様ガンダムアストレア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3255,"2,826",ガンダムエクシア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3256,"3,200",ダブルオーガンダム,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3257,"6,082",ダブルオーダイバー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーダイバー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3258,"6,166",ダブルオーダイバーエース,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーダイバー,ダブルオーダイバーエース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3259,"8,780",ダブルオーダイバーアーク,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーダイバー,ダブルオーダイバーエース,ダブルオーダイバーアーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3260,"6,167",ガンダムダブルオースカイ,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーダイバー,ダブルオーダイバーエース,ガンダムダブルオースカイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3261,"6,798",ダブルオースカイメビウス,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーダイバー,ダブルオーダイバーエース,ガンダムダブルオースカイ,ダブルオースカイメビウス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3262,"7,827",火力増強仕様ガンダムダブルオースカイ,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーダイバー,ダブルオーダイバーエース,ガンダムダブルオースカイ,火力増強仕様ガンダムダブルオースカイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3263,"3,281",ダブルオーガンダムSS,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーガンダムSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3264,"3,852",セブンソード/G,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーガンダムSS,セブンソード/G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3265,"5,900",セブンソード/GI,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダブルオーガンダム,ダブルオーガンダムSS,セブンソード/G,セブンソード/GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3266,"3,299",オーライザー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,オーライザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3267,"1,879",GNセファー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,オーライザー,GNセファー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3268,"3,548",ザンライザー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,オーライザー,ザンライザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3269,"3,280",エクシアリペア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3270,"3,524",エクシアリペアII,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,エクシアリペアII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3271,"4,110",エクシアリペアIII,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,エクシアリペアII,エクシアリペアIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3272,"6,573",エクシアリペアIV,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,エクシアリペアII,エクシアリペアIII,エクシアリペアIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3273,"7,024",デヴァイズエクシア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,デヴァイズエクシア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3274,"3,196",GNアームズTYPE-E,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,GNアームズTYPE-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3275,"3,194",プトレマイオス,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,プトレマイオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3276,"3,664",プトレマイオス2,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,プトレマイオス,プトレマイオス2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3277,"6,371",アーハン,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,アーハン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3278,"6,372",ニューアーハン,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,アーハン,ニューアーハン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3279,"4,901",アメイジングエクシア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,アメイジングエクシア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3280,"6,825",TB仕様アメイジングエクシア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,アメイジングエクシア,TB仕様アメイジングエクシア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3281,"4,902",エクシアダークマター,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,アメイジングエクシア,TB仕様アメイジングエクシア,エクシアダークマター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3282,"4,927",アメイジングエクシアリペア,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,アメイジングエクシア,アメイジングエクシアリペア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3283,"3,420",ダイ・ガード,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダイ・ガード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3284,"3,459",スティンガー,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,0ガンダム,ガンダムアストレア,ガンダムエクシア,ダイ・ガード,スティンガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
