派生表通番,NO,目的派生検索,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
3698,5010,アーマー仕様美琴,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,黒子,美琴,アーマー仕様美琴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,1469,ちせ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ちせ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,5366,ブラック★ロックシューター,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ブラック★ロックシューター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,7108,デッドマスター,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ブラック★ロックシューター,デッドマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,5370,ストレングス,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ブラック★ロックシューター,ストレングス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,7690,ルビー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ブラック★ロックシューター,ルビー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,5367,BRS2035,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ブラック★ロックシューター,BRS2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,5449,インセイン・ブラック★ロックシューター,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,ブラック★ロックシューター,BRS2035,インセイン・ブラック★ロックシューター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,5555,めぐみん,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,7272,カズマ(KS),ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,カズマ(KS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,5898,ダクネス,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,ダクネス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,6062,アクア,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,アクア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,6784,アインズ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,アクア,アインズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,8405,アルベド,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,アクア,アルベド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,6994,シャルティア,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,めぐみん,アクア,シャルティア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,5641,サーバル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,サーバル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,2663,アリカ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,2976,アカネ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,アカネ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,3048,トモエ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,トモエ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,2662,ニナ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,ニナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,2660,ハルカ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,ハルカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,2658,ナツキ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,ナツキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,2977,チエ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,チエ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,2978,ナオ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,ナオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,2659,シズル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,シズル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,2979,舞衣,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,舞衣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,2661,エルスティン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,アリカ,エルスティン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,3822,エル・ライン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,エル・ライン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,3824,ユナ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,エル・ライン,ユナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,3823,闇の女王,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,エル・ライン,闇の女王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,6468,黄泉,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,黄泉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,1883,イクサーロボ(R),ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,3931,アトロス,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),アトロス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,1700,風のランスター,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,1701,火のブライスト,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,1703,月のローズセラヴィー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,月のローズセラヴィー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,1704,地のディノディロス,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,月のローズセラヴィー,地のディノディロス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,1705,山のバーストン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,月のローズセラヴィー,地のディノディロス,山のバーストン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,1706,雷のオムザック,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,月のローズセラヴィー,地のディノディロス,山のバーストン,雷のオムザック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,1707,天のゼオライマー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,月のローズセラヴィー,地のディノディロス,山のバーストン,雷のオムザック,天のゼオライマー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,2212,グレートゼオライマー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,火のブライスト,月のローズセラヴィー,地のディノディロス,山のバーストン,雷のオムザック,天のゼオライマー,グレートゼオライマー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,1702,水のガロウィン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),風のランスター,水のガロウィン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,3932,イクサーロボ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,1105,弾劾凰,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,1106,ダンガイオー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,3266,グランカイザー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,1529,ゴッドグラヴィオン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ゴッドグラヴィオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,3757,グラントルーパー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,グラントルーパー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,3034,ジアース,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,3453,アルマ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,3454,アルマ・イダテン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,アルマ・イダテン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,3938,ジャック,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ジャック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,3935,ツバキヒメ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ツバキヒメ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,3934,タリスマン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,タリスマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,3456,アパレシオン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,アパレシオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,3291,ヴァーダント,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,3455,ディスィーブ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ディスィーブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,3290,ラインバレル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,7602,ラインバレル・オーバードライブ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,ラインバレル・オーバードライブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,4072,ラインバレル・オーバーライド,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,ラインバレル・オーバーライド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,7034,改修仕様ラインバレル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,ラインバレル・オーバーライド,改修仕様ラインバレル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,7035,EX-ラインバレル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,ラインバレル・オーバーライド,改修仕様ラインバレル,EX-ラインバレル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,7086,ラインバレル・オーバーロード,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,ラインバレル・オーバーライド,改修仕様ラインバレル,EX-ラインバレル,ラインバレル・オーバーロード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,7085,ラインバレル・アマガツ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ラインバレル,ラインバレル・オーバーライド,ラインバレル・アマガツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,3451,ハインド・カインド,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ハインド・カインド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,3452,ハインド・カインド(LC装備),ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ヴァーダント,ハインド・カインド,ハインド・カインド(LC装備),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,3681,ペインキラー,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,ペインキラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,3933,カグツチ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,カグツチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,3937,グラン・ネイドル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,グラン・ネイドル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,3936,迅雷,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,グランカイザー,ジアース,アルマ,迅雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,5964,ギル・ギア,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,ギル・ギア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,8399,ブレイバーン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,ブレイバーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,8636,バーンドラゴン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサーロボ,弾劾凰,ダンガイオー,ブレイバーン,バーンドラゴン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,6357,空神ウィンダム,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,6358,海神セレス,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,海神セレス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,6359,炎神レイアース,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,海神セレス,炎神レイアース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,1546,合体魔神レイアース,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,海神セレス,炎神レイアース,合体魔神レイアース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,6499,魔神レガリア,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,海神セレス,炎神レイアース,魔神レガリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,7168,NSX,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,海神セレス,炎神レイアース,NSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,3908,バースロイル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,海神セレス,炎神レイアース,NSX,バースロイル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,7062,巨大サンユン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),空神ウィンダム,巨大サンユン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,3929,イクサー2,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサー2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,3950,イクサーΣ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサー2,イクサーΣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,3928,イクサー1,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサー1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,3930,イクサー3,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),イクサー3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,3945,ビッグゴールド,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,イクサーロボ(R),ビッグゴールド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,6855,メイプル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,メイプル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,6856,機械神仕様メイプル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,メイプル,機械神仕様メイプル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,1569,シエル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,シエル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,5299,完全武装仕様シエル,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,シエル,完全武装仕様シエル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,5321,レン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,シエル,レン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,5320,白レン,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,シエル,レン,白レン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,5325,有間都古,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,シエル,有間都古,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,5333,リーズバイフェ,ジオン公国軍兵士,地球連邦軍兵士,地球連邦軍女性兵士,シエル,リーズバイフェ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
