No,機体名,★変形flag,ＨＰ,装甲,運動,索敵,ＥＮ,重量,直感,操縦,近,中,遠,名声,NT,SIZE,コスト,クレジット,地上,水中,宇宙,空中,種別
4728,モルドレッド,0,396,56,104,70,460,12,350,350,350,350,300,150,－,Ｓ,43,44800,1,-4,-5,2,その他／コードギアス
4729,飛鷹改,0,500,59,28,79,600,219,360,0,170,0,60,50,－,ＬＬ,59,92090,0,3,-9,-3,艦船系／人系／艦これ
4730,神通改二,0,510,69,41,54,500,162,130,190,90,175,65,150,－,ＬＬ,56,52060,0,3,-9,-4,艦船系／人系／艦これ
4731,サイコ・ザク,0,333,52,78,52,544,18,60,75,65,65,90,30,強4,Ｍ,43,14340,-5,-5,3,-5,MS系／ザク系／ジオン・ネオジオン軍・ザフト
4732,ジオン残党軍仕様ディザート・ザク,0,308,28,63,45,300,18,50,50,50,55,0,10,－,Ｍ,30,7650,3,-2,-5,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／ガンダムUC
4733,ジュリック,0,320,28,50,42,320,16,0,0,95,120,0,1,－,Ｍ,28,4020,1,3,-5,-2,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)
4734,ザクアメイジング,0,480,33,80,95,275,14,0,160,160,160,0,100,－,Ｍ,37,14730,3,-4,4,0,MS系／ザク系／ガンダムビルドシリーズ
4735,レーベレヒト・マース,0,180,22,36,24,190,119,40,120,60,160,30,100,－,ＬＬ,28,28060,0,3,-9,-5,艦船系／人系／艦これ
4736,マックス・シュルツ,0,180,22,36,24,190,119,40,120,60,160,30,1,－,ＬＬ,28,28060,0,3,-9,-5,艦船系／人系／艦これ
4737,ビスマルク,0,900,83,33,42,920,241,365,0,165,0,50,400,－,ＬＬ,83,290090,0,3,-9,-3,艦船系／人系／艦これ
4738,ビスマルク改,0,940,93,38,52,920,241,320,0,90,0,40,150,－,ＬＬ,86,299090,0,3,-9,-3,艦船系／人系／艦これ
4739,殲撃11型,0,385,35,74,65,325,18,250,250,220,220,220,50,－,Ｍ,35,12000,3,-3,-2,2,その他／マブラヴ
4740,ヘルズゲート仕様ドム,0,300,28,56,48,326,18,0,0,85,85,0,5,－,Ｍ,30,7770,3,-2,-5,-4,MS系／ジオン・ネオジオン軍・ザフト／ドム系
4741,ドム・バラッジ,0,278,32,43,58,280,18,50,50,85,85,0,20,－,Ｍ,32,7860,4,-5,-5,-4,MS系／ジオン・ネオジオン軍・ザフト／ドム系
4742,シャドウズ仕様ジム改,0,304,29,54,58,333,18,0,50,55,58,0,1,－,Ｍ,31,7800,2,-5,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
4743,カイン仕様ジム・スナイパーII,0,308,28,56,70,340,18,100,0,0,0,100,30,－,Ｍ,29,8070,2,-3,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／専用機
4744,シルバー・ヘイズ,0,345,33,70,58,397,18,50,90,140,140,0,30,－,Ｍ,28,12720,2,-5,2,-4,MS系／ジム系／専用機
4745,ジム・スナイパーK9,0,380,30,66,110,470,18,130,190,100,100,200,140,－,Ｍ,40,14940,3,-4,3,0,MS系／ジム系／ガンダムビルドシリーズ
4746,ジェニオン,0,495,50,105,70,500,26,320,320,300,300,300,100,－,Ｍ,48,56800,2,-2,3,3,その他／バンプレストオリジナル
4747,ハルファスベーゼ,0,720,70,74,50,665,18,300,350,280,375,300,150,強5,Ｍ,62,164030,1,-3,2,2,MS系／オリジナル系
4748,ハルファスベーゼ・ハルバード,0,530,43,74,70,636,38,400,450,380,475,400,150,－,Ｍ,53,21700,-5,-5,1,1,MA系／オリジナル系
4749,バルバドロ,0,875,47,60,80,880,60,400,440,300,380,380,150,－,Ｍ,70,128000,-6,-6,3,3,MA系／オリジナル系
4750,マスターフェニックス,0,438,44,103,80,590,18,400,400,350,300,300,110,－,Ｍ,48,28360,2,-3,2,2,MS系／ガンダム系／オリジナル系／専用機
4751,ウイングガンダムフェニーチェ,0,478,48,97,71,577,16,250,330,220,220,210,150,－,Ｍ,51,17880,2,-5,2,-3,MS系／ガンダム系／ガンダムビルドシリーズ
4752,ゴラオン,0,1280,46,60,120,1530,300,400,400,400,400,400,380,NT5,ＬＬ,132,500600,-6,-6,0,1,艦船系／スパロボシリーズ
4753,フォーエバージム,0,460,46,50,80,440,22,400,400,400,400,400,30,－,Ｍ,40,40000,1,-5,1,-3,MS系／ジム系／オリジナル系
4754,試作型レールガン仕様御坂妹,0,40,4,70,60,360,10,161,45,78,56,79,50,強5,ＳＳ,40,110288,2,-3,-6,-4,人系
4755,グフ・イグナイテッドB3000,0,384,38,84,80,390,20,200,230,100,100,100,50,強6,Ｍ,51,29500,2,-4,2,3,MS系／グフ系
4756,グフ・カスタムB3000,0,430,40,23,50,500,18,0,0,125,0,0,90,－,Ｍ,35,52000,4,-5,1,-4,MS系／グフ系
4757,グフ・キャノン,0,292,22,40,60,318,12,30,30,0,50,30,30,－,Ｍ,27,4350,4,-4,-5,-2,MS系／グフ系
4758,ドロレス,0,520,55,80,90,500,20,230,230,240,240,240,20,－,Ｍ,56,40000,0,-2,3,4,その他／スパロボシリーズ
4759,ビスマルク・ツヴァイ,0,960,94,38,54,920,241,308,0,68,0,80,50,－,ＬＬ,87,362090,0,3,-9,-3,艦船系／人系／艦これ
4760,浜風,0,160,19,44,19,500,118,50,120,45,120,120,1,－,ＬＬ,39,22060,0,3,-9,-3,艦船系／人系／艦これ
4761,谷風,0,160,19,44,19,500,118,50,120,50,120,50,1,－,ＬＬ,39,22060,0,3,-9,-3,艦船系／人系／艦これ
4762,天津風,0,180,25,48,19,500,118,50,140,110,130,90,1,－,ＬＬ,39,28060,0,3,-9,-3,艦船系／人系／艦これ
4763,天津風改,0,340,61,50,39,500,118,75,185,150,170,75,50,－,ＬＬ,49,28060,0,3,-9,-3,艦船系／人系／艦これ
4764,明石,0,390,19,8,5,800,154,10,10,5,5,5,100,－,ＬＬ,53,52060,0,2,-9,-6,艦船系／人系／艦これ
4765,明石改,0,450,27,10,6,800,154,45,0,95,0,60,100,－,ＬＬ,56,64060,0,2,-9,-6,艦船系／人系／艦これ
4766,利根改二,0,590,79,42,90,920,201,320,305,235,0,75,150,－,ＬＬ,76,132590,0,3,-9,-4,艦船系／人系／艦これ
4767,筑摩改二,0,580,79,42,90,920,201,230,165,165,0,70,150,－,ＬＬ,76,132590,0,3,-9,-4,艦船系／人系／艦これ
4768,龍驤改,0,450,59,27,79,500,180,0,0,110,0,60,50,－,ＬＬ,54,76060,0,3,-9,-3,艦船系／人系／艦これ
4769,酒匂,0,310,32,36,45,600,174,95,115,85,135,100,1,－,ＬＬ,59,55060,0,3,-9,-5,艦船系／人系／艦これ
4770,ベアッガイIII,0,375,26,21,42,170,13,10,30,30,15,0,180,－,Ｍ,23,20980,4,3,3,-3,MS系／ガンダムビルドシリーズ
4771,アゲイド,0,260,26,58,50,320,28,140,140,120,50,0,5,NT1,Ｍ,27,6900,2,-4,0,3,その他／バンプレストオリジナル／量産機
4772,ゴリアテ,0,300,45,42,50,360,22,120,120,100,80,0,5,NT1,Ｍ,25,7200,5,-2,-5,-4,その他／バンプレストオリジナル／量産機
4773,ローゼルライ,0,355,29,76,42,380,28,180,180,180,120,100,40,NT2,Ｍ,30,12300,2,-5,2,4,その他／バンプレストオリジナル／量産機
4774,ギオリアス・ロイ,0,380,32,84,80,550,25,400,400,350,250,150,1,NT3,Ｍ,50,20800,4,-4,2,3,その他／バンプレストオリジナル
4775,ガッツォー,0,695,60,58,70,550,30,180,180,180,0,0,150,NT4,Ｍ,60,128000,5,-2,0,-4,その他／バンプレストオリジナル
4776,ガッツォー＋,0,495,60,53,55,450,30,280,280,280,180,180,20,NT3,Ｍ,52,43000,5,-2,0,-4,その他／バンプレストオリジナル
4777,ガッツォーΣ,0,1050,70,33,72,700,40,300,300,280,300,320,200,NT6,Ｌ,72,182000,4,-3,-5,-5,その他／バンプレストオリジナル
4778,ガンダムレギルスR,0,500,52,105,75,440,19,255,255,200,240,160,50,NT7,Ｍ,52,20680,0,-4,5,0,MS系／ガンダム系
4779,バイアラン・カスタム2号機,0,448,52,129,68,496,20,220,240,260,260,120,40,－,Ｍ,49,53980,-1,-6,3,3,MS系／連邦軍・ティターンズ・地球連合／ガンダムUC
4780,LB仕様バイアラン・カスタム2号機,0,448,52,130,68,496,20,220,240,260,260,120,40,－,Ｍ,49,53980,-1,-6,3,3,MS系／連邦軍・ティターンズ・地球連合／ガンダムUC
4781,ドッグ・ザ・ダーク,0,250,14,65,60,300,10,100,100,170,150,0,30,－,Ｓ,32,1560,5,-5,-5,-5,その他／専用機／ボトムズシリーズ
4782,ガンダムX魔王,0,392,41,76,60,470,40,350,340,330,340,310,150,－,Ｍ,50,17400,0,-3,2,2,MS系／ガンダム系／ガンダムビルドシリーズ
4783,AGE-2アルティメス,0,435,48,85,120,363,19,160,160,165,130,100,50,－,Ｍ,35,7950,-2,-4,2,-4,MS系／ガンダム系／ガンダムAGE
4784,AGE-2アルティメス(MA) ,1,435,43,68,120,363,19,160,160,165,130,100,50,－,Ｍ,35,0,-5,-5,3,2,MA系／ガンダム系／ガンダムAGE
4785,AGE-2ダブルブレイド,0,435,48,92,70,363,19,160,160,465,130,100,50,－,Ｍ,40,13200,2,-4,2,-4,MS系／ガンダム系／ガンダムAGE
4786,AGE-2ダブルブレイド(MA) ,1,435,43,70,70,363,19,160,160,465,130,100,50,－,Ｍ,40,0,-5,-5,3,2,MA系／ガンダム系／ガンダムAGE
4787,AGE-3ラグナ,0,498,52,94,70,636,19,185,185,150,190,110,60,－,Ｍ,59,28720,-5,-4,4,-5,MS系／ガンダム系／ガンダムAGE
4788,羽黒改二,0,570,77,45,58,700,203,260,170,120,0,95,150,－,ＬＬ,66,146090,0,3,-9,-4,艦船系／人系／艦これ
4789,龍驤改二,0,500,62,36,79,500,180,340,0,120,0,75,150,－,ＬＬ,56,79060,0,3,-9,-3,艦船系／人系／艦これ
4790,浦風,0,160,19,44,19,500,118,50,120,65,130,65,1,－,ＬＬ,39,19530,0,3,-9,-3,艦船系／人系／艦これ
4791,飛龍改二,0,670,76,40,89,760,227,495,0,165,0,250,150,－,ＬＬ,73,186590,0,3,-9,-3,艦船系／人系／艦これ
4792,大鯨,0,390,37,24,48,500,215,495,65,0,80,100,50,－,ＬＬ,48,31060,0,3,-9,-3,艦船系／人系／艦これ
4793,龍鳳,0,390,38,27,64,500,215,155,0,120,0,100,50,－,ＬＬ,49,64060,0,3,-9,-3,艦船系／人系／艦これ
4794,龍鳳改,0,480,57,30,74,500,215,155,0,120,0,100,50,－,ＬＬ,54,67060,0,3,-9,-3,艦船系／人系／艦これ
4795,綾波改二,0,320,54,50,49,500,118,85,150,80,255,200,100,－,ＬＬ,48,19530,0,3,-9,-5,艦船系／人系／艦これ
4796,川内改二,0,480,69,43,55,500,162,135,130,100,295,70,150,－,ＬＬ,55,52060,0,3,-9,-4,艦船系／人系／艦これ
4797,アンゲロイGEM,0,520,48,84,72,500,42,200,200,180,180,120,5,－,Ｌ,44,18000,3,-4,2,2,その他／バンプレストオリジナル／量産機
4798,アンゲロイ,0,520,48,84,72,500,42,200,200,180,180,120,30,－,Ｌ,44,18000,2,-4,2,2,その他／バンプレストオリジナル
4799,ディオスク,0,630,64,87,74,670,64,300,300,280,180,180,70,NT2,Ｌ,62,92000,0,-4,2,2,その他／バンプレストオリジナル／量産機
4800,ザ・ガンダム,0,398,44,77,58,330,18,150,150,130,130,0,10,－,Ｍ,35,9240,2,-2,2,-4,MS系／ガンダム系／ガンダムAGE
4801,ディオスクA,0,700,70,92,74,670,64,400,400,360,360,240,150,NT5,Ｌ,70,200000,0,-4,2,2,その他／バンプレストオリジナル
4802,ジェミニア,0,900,90,95,76,800,76,500,500,400,360,360,300,NT7,Ｌ,90,500000,0,-4,2,2,その他／バンプレストオリジナル
4803,ジェニオン・ガイ,0,750,72,110,72,800,45,500,500,400,360,360,200,－,Ｌ,82,362000,2,-2,3,3,その他／バンプレストオリジナル
4804,アスクレプス,0,545,71,115,74,700,28,500,500,360,360,400,130,－,Ｍ,76,146000,0,-4,3,3,その他／バンプレストオリジナル
4805,チェインバー,0,374,60,72,90,600,9,300,300,280,280,280,120,－,Ｓ,52,64000,0,0,3,3,その他／スパロボシリーズ
4806,コアファイター仕様ジンクスIV,0,448,44,88,68,636,19,300,300,300,300,300,30,－,Ｍ,51,20080,1,-3,1,1,MS系／ガンダム00
4807,局地制圧型ガンタンク,0,272,27,42,84,350,18,0,30,0,0,90,1,－,Ｍ,28,4590,4,-4,-5,-5,その他／連邦軍・ティターンズ・地球連合／MSV(モビルスーツバリエーション)
4808,キララ専用ガーベラ・テトラ,0,414,41,96,58,425,18,175,190,150,190,0,50,－,Ｍ,40,19500,2,-4,2,-4,MS系／ジオン・ネオジオン軍・ザフト／ガンダムビルドシリーズ／専用機
4809,妙高改二,0,560,78,47,61,700,203,248,180,140,0,160,150,－,ＬＬ,66,146090,0,3,-9,-4,艦船系／人系／艦これ
4810,蒼龍改二,0,670,75,36,90,760,227,438,0,170,0,75,150,－,ＬＬ,73,150590,0,3,-9,-3,艦船系／人系／艦これ
4811,ドメラーズIII世,0,1700,100,20,160,1170,100,270,270,200,200,200,200,－,ＬＬ,118,980000,-5,-5,1,-5,艦船系／スパロボシリーズ
4812,ケンプファーアメイジング,0,398,33,82,58,400,18,0,400,165,165,0,140,－,Ｍ,42,28000,3,-1,1,0,MS系／ガンダムビルドシリーズ
4813,榛名改二,0,810,93,39,49,800,214,515,0,536,0,177,200,－,ＬＬ,78,330590,0,3,-9,-3,艦船系／人系／艦これ
4814,ガイバーI,0,90,32,50,50,300,15,300,300,300,300,300,300,－,ＳＳ,26,740000,3,3,-5,-1,人系
4815,ヴァルヴレイヴIV,0,380,38,120,78,420,27,270,250,230,230,150,1,強3,Ｍ,50,41800,1,-3,3,3,その他／スパロボシリーズ
4816,ライオットA,0,400,35,74,80,500,40,300,300,250,280,300,80,－,Ｍ,42,40000,2,-3,2,2,その他／バンプレストオリジナル
4817,ライオットB,0,400,35,74,80,500,40,300,300,300,280,250,1,－,Ｍ,42,40000,2,-3,2,2,その他／バンプレストオリジナル
4818,オルフェス,0,530,40,78,84,570,50,350,350,350,330,300,100,－,Ｌ,50,92000,4,-2,3,-1,その他／バンプレストオリジナル
4819,ライラス,0,370,30,80,90,500,28,350,350,280,280,280,50,－,Ｍ,40,31000,-2,-3,3,4,その他／バンプレストオリジナル
4820,オデュッセア,0,580,43,82,95,642,60,500,500,500,450,400,150,－,Ｌ,58,200000,3,-2,3,3,その他／バンプレストオリジナル
4821,ブロックヘッドB型,0,375,56,54,60,220,30,180,180,170,170,90,10,－,Ｓ,30,7140,3,-5,-5,-4,その他／スパロボシリーズ／量産機
4822,スヴェンド・ゲハード,0,375,32,65,80,425,28,240,240,0,240,240,30,NT3,Ｍ,35,20800,4,-2,0,0,その他／バンプレストオリジナル
4823,スヴェンド・オラン,0,385,38,68,70,425,28,240,240,240,0,0,30,NT3,Ｍ,35,20800,4,-2,0,0,その他／バンプレストオリジナル
4824,スヴェンド・ニーダム,0,395,36,77,70,425,28,240,240,240,240,0,50,NT3,Ｍ,37,21400,4,-2,0,0,その他／バンプレストオリジナル
4825,スヴェンド・デルツ,0,365,26,82,70,445,28,240,240,240,240,240,40,NT3,Ｍ,37,28000,4,-2,0,0,その他／バンプレストオリジナル
4826,ジンオウ,0,410,38,95,80,450,28,270,270,250,250,250,100,NT3,Ｍ,41,31000,2,-4,1,4,その他／バンプレストオリジナル
4827,バイラヴァ,0,1200,60,42,80,700,33,320,320,270,270,270,210,NT4,Ｌ,82,452000,4,-2,0,0,その他／バンプレストオリジナル
4828,青子,0,90,12,100,90,600,16,500,500,600,500,500,850,NT5,ＳＳ,50,980000,4,-4,-6,1,人系／スパロボシリーズ
4829,ヌービアム,0,800,65,65,85,550,42,350,350,250,350,350,72,－,Ｌ,60,110000,2,-5,1,2,その他／スパロボシリーズ
4830,アビゴルバイン,0,404,52,90,85,550,30,220,250,230,220,220,150,－,Ｍ,50,13500,1,-4,3,0,MS系／ガンダムビルドシリーズ
4831,アビゴルバイン(MA) ,1,404,57,82,85,550,30,220,250,230,220,220,150,－,Ｍ,50,0,-5,-5,4,3,MA系／ガンダムビルドシリーズ
4832,クロスボーン・ガンダム魔王,0,424,48,90,110,500,30,280,260,260,260,270,100,－,Ｍ,56,18000,0,-4,4,0,MS系／ガンダム系／ガンダムビルドシリーズ
4833,武装追加仕様シナンジュ,0,560,67,135,88,567,22,350,350,380,380,380,170,NT7,Ｍ,58,151220,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／ガンダムUC
4834,クシャトリヤ・ベッセルング,0,568,48,82,96,638,23,290,250,180,180,210,30,強5,Ｍ,57,67240,2,-4,2,-5,MS系／ジオン・ネオジオン軍・ザフト／ガンダムUC
4835,クシャトリヤ・リペアード,0,688,62,109,96,638,23,290,250,180,180,210,120,強5,Ｍ,64,117380,2,-4,2,-5,MS系／ジオン・ネオジオン軍・ザフト／ガンダムUC
4836,デザート仕様ケンプファーアメイジング,0,398,33,87,58,300,18,0,400,165,165,0,30,－,Ｍ,30,28600,3,-1,1,0,MS系／ガンダムビルドシリーズ
4837,アストレイレッドドラゴン,0,324,32,82,80,342,30,210,220,220,220,220,80,－,Ｍ,51,13560,-1,-3,3,4,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
4838,Zガンダム炎,0,410,42,85,82,520,25,250,270,200,230,250,120,－,Ｍ,45,6990,3,-5,5,-1,MS系／ガンダム系／ガンダムビルドシリーズ
4839,ウェイブライダー炎 ,1,410,40,80,72,520,25,250,270,200,230,250,120,－,Ｍ,45,0,-5,-5,4,4,MA系／ガンダム系／ガンダムビルドシリーズ
4840,バイオレンスガイスト,0,410,42,68,80,390,20,240,170,220,220,220,100,－,Ｍ,47,14850,2,-2,4,-2,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
4841,バイオレンスガイスト(DM) ,1,410,52,58,80,390,20,240,170,220,220,220,100,－,Ｍ,47,0,4,-4,0,-4,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
4842,ビルドガンダムMk-II,0,460,43,64,65,450,15,220,200,135,135,0,140,－,Ｍ,43,21220,2,-5,3,1,MS系／ガンダム系／ガンダムビルドシリーズ
4843,グフギャラクティカ,0,414,48,77,80,390,20,200,230,240,0,0,70,－,Ｍ,43,19200,3,-4,0,3,MS系／グフ系／ガンダムSEED ASTRAY、MSV
4844,ガブスレイ・フギン,0,407,35,83,72,375,14,180,205,205,205,205,50,－,Ｍ,41,39580,2,-5,2,-3,MS系／連邦軍・ティターンズ・地球連合／アドバンス・オブ・ゼータ
4845,ガブスレイ・フギン(MA) ,1,407,35,70,82,375,14,180,205,205,205,205,50,－,Ｍ,41,0,-5,-5,3,0,MA系／連邦軍・ティターンズ・地球連合／アドバンス・オブ・ゼータ
4846,ガブスレイ・ムニン,0,407,35,93,62,375,14,200,225,205,205,205,80,強3,Ｍ,43,34780,2,-5,2,-3,MS系／連邦軍・ティターンズ・地球連合／アドバンス・オブ・ゼータ
4847,ガブスレイ・ムニン(MA) ,1,407,35,80,62,375,14,200,225,205,205,205,80,強3,Ｍ,43,0,-5,-5,3,0,MA系／連邦軍・ティターンズ・地球連合／アドバンス・オブ・ゼータ
4848,コマンドガンダム,0,395,49,51,70,450,18,300,300,275,285,255,120,－,Ｍ,40,18000,4,-2,1,-4,MS系／ガンダム系
4849,SD仕様コマンドガンダム,0,395,49,51,70,450,10,300,300,275,285,255,80,－,ＳＳ,40,18000,4,-2,1,-4,MS系／ガンダム系／SDガンダム
4850,フェネクス,0,576,70,144,82,567,21,290,260,230,240,230,100,NT5,Ｍ,64,133220,2,-2,3,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムUC
4851,フェネクス(DM) ,1,576,70,144,82,340,21,290,260,230,240,230,100,NT5,Ｍ,64,0,3,-2,4,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムUC
4852,バンシィ・ノルン,0,590,72,148,82,638,19,290,260,250,260,240,100,NT7,Ｍ,68,146540,3,-2,2,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムUC
4853,バンシィ・ノルン(DM) ,1,590,72,148,82,383,21,290,260,250,260,240,100,NT7,Ｍ,68,0,4,-2,3,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムUC
4854,フルバースト・サイコ・ガンダム,0,650,42,62,80,650,30,220,200,200,200,230,80,NT4,Ｌ,57,7200,2,-5,2,-2,MS系／ガンダム系／エウーゴ・カラバ／オリジナル系
4855,デスティニーインパルスR,0,491,48,101,80,615,20,330,330,220,240,240,80,強5,Ｍ,50,67540,2,-4,2,2,MS系／ガンダム系／ジオン・ネオジオン軍・ザフト／ガンダムSEED ASTRAY、MSV
4856,戦国アストレイ頑駄無,0,435,50,81,80,480,18,240,240,280,140,70,160,－,Ｍ,45,19260,4,-4,2,0,MS系／ガンダム系／ガンダムビルドシリーズ
4857,キュベレイパピヨン,0,458,42,95,90,570,20,250,200,205,210,215,110,NT5,Ｍ,54,29380,0,-1,3,3,MS系／ガンダムビルドシリーズ
4858,ギャンギャギャン,0,384,34,63,54,310,14,180,160,160,120,0,50,－,Ｍ,31,10800,3,-5,2,-2,MS系／ギャン系／ガンダムビルドシリーズ
4859,スタービルドストライク,0,524,45,92,60,500,30,250,270,150,170,130,150,－,Ｍ,55,42700,3,-4,3,1,MS系／ガンダム系／ガンダムビルドシリーズ
4860,ビギニングエクスセイバー,0,400,35,96,53,370,24,230,230,230,130,0,50,－,Ｍ,41,28600,1,-5,3,3,MS系／ガンダム系
4861,ビギニングJDファントム,0,420,38,103,53,370,24,230,230,250,250,0,90,－,Ｍ,40,19500,1,-5,3,3,MS系／ガンダム系
4862,アヴァランチガンダム,0,378,40,82,58,375,18,230,230,180,180,0,100,－,Ｍ,36,14250,1,-3,3,0,MS系／ガンダム系
4863,ショーン仕様グフ,0,290,30,52,42,312,18,10,30,30,0,0,15,－,Ｍ,29,7350,4,-3,-5,-5,MS系／グフ系
4864,ダイケンゴー,0,725,75,63,70,750,74,250,250,200,120,0,200,－,ＬＬ,72,128000,2,-2,3,1,その他／スパロボシリーズ
4865,ダイケンベース ,1,725,68,43,70,750,74,250,250,200,120,0,200,－,Ｌ,72,0,-4,-2,3,2,その他／スパロボシリーズ
